"","Sequence_ID","depth","mean_coverage","Extract_ID","Sample_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By","Pipeline","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes"
"305","MAR-47-MGE-S267",10271,0.962,"DNA1-MAR-47-MGE","MAR-47-MGE","CM013",14,"S267","barcode14","27F","1492R","MIN_16_2025-4-1",5.8,0.7,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-15,"AS","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-25,"47",07:30:00,"Marshmallow","SA",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Marshmallow_47","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"306","MAR-48-MGE-S40",6786,0.9579,"DNA1-MAR-48-MGE","MAR-48-MGE","CM003",17,"S40","barcode17","27F","1492R","MIN_16_2024-3-6",5.6,0.7,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-25,"SA/SK","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-26,"48",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Marshmallow_48","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"307","MAR-49-MGE-S199",5476,0.9684,"DNA1-MAR-49-MGE","MAR-49-MGE","CM010",15,"S199","barcode15","27F","1492R","MIN_16_2024-7-21",2.87,1.4,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-30,"SA","3.77","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-27,"49",08:00:00,"Marshmallow","SA",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","gum","Marshmallow_49","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"308","MAR-52-MGE-S297",15430,0.9672,"DNA1-MAR-52-MGE","MAR-52-MGE","CM014",21,"S297","barcode21","27F","1492R","MIN_16_2025-4-2",2.8,1.4,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-06-17,"SA","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-30,"52",08:00:00,"Marshmallow","SA",3,"Molecular Grade (96%) Ethanol",18,"","intervention_2","gum","Marshmallow_52","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"309","MAR-53-MGE-S148",8464,0.9729,"DNA1-MAR-53-MGE","MAR-53-MGE","CM008",10,"S148","barcode10","27F","1492R","MIN_16_2024-6-11",2.76,1.5,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-25,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-05-01,"53",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",19,"","intervention_2","gum","Marshmallow_53","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"310","MAR-60-MGE-S102",9226,0.9562,"DNA1-MAR-60-MGE","MAR-60-MGE","CM006",10,"S102","barcode10","27F","1492R","MIN_16_2024-5-19",1.02,3.9,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-02,"SA","71","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-05-08,"60",08:00:00,"Marshmallow","SA/GR",3,"Molecular Grade (96%) Ethanol",22,"","washout_2","gum-washout","Marshmallow_60","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"311","MAR-70-DRS-L209",4,0.9232,"DNA1-MAR-70-DRS","MAR-70-DRS","CM001",41,"L209","barcode41","27F","1391R","MIN_16_2023-12-21",4.68,4.2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-29,"SA","30","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-05-18,"70",07:30:00,"Marshmallow","SA",2,"DNA/RNA Shield",27,"","washout_2","gum-washout","Marshmallow_70","Group2","RoomF","F4","MAR","Female","Pair","Nebraska",2019-02-02,4.101369863,"Estrumate","",""
"312","OPH-19-MGE-S159",8389,0.9769,"DNA1-OPH-19-MGE","OPH-19-MGE","CM008",21,"S159","barcode21","27F","1492R","MIN_16_2024-6-11",2.54,1.6,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-04-23,"SA","9.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-28,"19",08:00:00,"Ophelia","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Ophelia_19","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"313","OPH-20-MGE-S236",6229,0.969,"DNA1-OPH-20-MGE","OPH-20-MGE","CM012",6,"S236","barcode06","27F","1492R","MIN_16_2025-2-21",4.17,1,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-29,"20",07:30:00,"Ophelia","SA",1,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Ophelia_20","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"314","OPH-24-MGE-S261",7602,0.9612,"DNA1-OPH-24-MGE","OPH-24-MGE","CM013",8,"S261","barcode08","27F","1492R","MIN_16_2025-4-1",2.81,1.4,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-08-09,"AS","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-02,"24",08:00:00,"Ophelia","SA",1,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Ophelia_24","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"315","OPH-37-MGE-S93",8772,0.9592,"DNA1-OPH-37-MGE","OPH-37-MGE","CM006",1,"S93","barcode01","27F","1492R","MIN_16_2024-5-19",4.26,0.9,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-01-16,"SA","33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-15,"37",07:30:00,"Ophelia","SA",1,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","Ophelia_37","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"316","OPH-43-MGE-S178",7134,0.9747,"DNA1-OPH-43-MGE","OPH-43-MGE","CM009",17,"S178","barcode17","27F","1492R","MIN_16_2024-7-19",6.5,0.6,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-27,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","low",2023-04-21,"43",07:00:00,"Ophelia","SA/GR",2,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","Ophelia_43","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"317","OPH-45-MGE-S79",14074,0.9641,"DNA1-OPH-45-MGE","OPH-45-MGE","CM005",10,"S79","barcode10","27F","1492R","MIN_16_2024-3-1",3.34,1.2,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-19,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-23,"45",07:30:00,"Ophelia","SA",2,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","Ophelia_45","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"318","OPH-48-MGE-S113",8846,0.9632,"DNA1-OPH-48-MGE","OPH-48-MGE","CM006",21,"S113","barcode21","27F","1492R","MIN_16_2024-5-19",2.82,1.4,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-16,"SA","91","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-26,"48",07:30:00,"Ophelia","SA/GR",1,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","Ophelia_48","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"319","OPH-49-MGE-S129",9375,0.9586,"DNA1-OPH-49-MGE","OPH-49-MGE","CM007",14,"S129","barcode14","27F","1492R","MIN_16_2024-5-21",0.581,6.9,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-08,"SA","46","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-27,"49",07:30:00,"Ophelia","SA",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Ophelia_49","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"320","OPH-50-MGE-S225",8134,0.9663,"DNA1-OPH-50-MGE","OPH-50-MGE","CM011",18,"S225","barcode18","27F","1492R","MIN_16_2025-1-23",5.1,0.8,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-21,"SA","20","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-28,"50",07:30:00,"Ophelia","SA/GR",1,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Ophelia_50","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"321","OPH-55-MGE-S95",9220,0.9646,"DNA1-OPH-55-MGE","OPH-55-MGE","CM006",3,"S95","barcode03","27F","1492R","MIN_16_2024-5-19",1.43,2.8,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-02,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-05-03,"55",07:30:00,"Ophelia","SA/GR",1,"Molecular Grade (96%) Ethanol",20,"","intervention_2","control","Ophelia_55","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"322","OPH-57-MGE-S172",11554,0.9731,"DNA1-OPH-57-MGE","OPH-57-MGE","CM009",11,"S172","barcode11","27F","1492R","MIN_16_2024-7-19",4.89,0.8,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-26,"SA","12","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","low",2023-05-05,"57",07:30:00,"Ophelia","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","Ophelia_57","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"323","OPH-59-MGE-S100",8725,0.9548,"DNA1-OPH-59-MGE","OPH-59-MGE","CM006",8,"S100","barcode08","27F","1492R","MIN_16_2024-5-19",2.5,1.6,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-02,"SA","52","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-05-07,"59",07:30:00,"Ophelia","SA",3,"Molecular Grade (96%) Ethanol",22,"","washout_2","control-washout","Ophelia_59","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"324","OPH-9-MGE-S203",4361,0.968,"DNA1-OPH-9-MGE","OPH-9-MGE","CM010",19,"S203","barcode19","27F","1492R","MIN_16_2024-7-21",2.32,1.7,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-05-07,"SA","16","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-18,"9",07:30:00,"Ophelia","SA",1,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Ophelia_9","Group1","RoomB","B2","OPH","Female","Pair","Nebraska",2017-08-06,5.594520548,"Estrumate","",""
"325","PAD-11-MGE-S73",18998,0.9642,"DNA1-PAD-11-MGE","PAD-11-MGE","CM005",4,"S73","barcode04","27F","1492R","MIN_16_2024-3-1",5.1,0.8,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-12-12,"SA","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-20,"11",08:00:00,"Padme","SA",1,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Padme_11","Group2","RoomF","F3","PAD","Female","Pair","Texas",2018-08-02,4.657534247,"Estrumate","","euthanized 3/29/23 (renal failure)"
"326","PAD-17-MGE-S282",6818,0.9726,"DNA1-PAD-17-MGE","PAD-17-MGE","CM014",6,"S282","barcode06","27F","1492R","MIN_16_2025-4-2",0.87,4.6,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-03-21,"SA","37","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-26,"17",08:00:00,"Padme","SA",5,"Molecular Grade (96%) Ethanol",4,"","intervention_1","control","Padme_17","Group2","RoomF","F3","PAD","Female","Pair","Texas",2018-08-02,4.657534247,"Estrumate","","euthanized 3/29/23 (renal failure)"
"327","PAD-5-MGE-S82",14160,0.9566,"DNA1-PAD-5-MGE","PAD-5-MGE","CM005",13,"S82","barcode13","27F","1492R","MIN_16_2024-3-1",5.8,0.7,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","2.37","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-14,"5",08:00:00,"Padme","SA",4,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Padme_5","Group2","RoomF","F3","PAD","Female","Pair","Texas",2018-08-02,4.657534247,"Estrumate","","euthanized 3/29/23 (renal failure)"
"328","PAD-6-MGE-S24",9302,0.9603,"DNA1-PAD-6-MGE","PAD-6-MGE","CM003",1,"S24","barcode01","27F","1492R","MIN_16_2024-3-6",0.433,9,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-04,"SA/SK","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-15,"6",07:30:00,"Padme","SA",4,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Padme_6","Group2","RoomF","F3","PAD","Female","Pair","Texas",2018-08-02,4.657534247,"Estrumate","","euthanized 3/29/23 (renal failure)"
"329","PAD-7-MGE-S290",12371,0.972,"DNA1-PAD-7-MGE","PAD-7-MGE","CM014",14,"S290","barcode14","27F","1492R","MIN_16_2025-4-2",2.23,1.8,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","23","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-16,"7",07:30:00,"Padme","SA",4,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Padme_7","Group2","RoomF","F3","PAD","Female","Pair","Texas",2018-08-02,4.657534247,"Estrumate","","euthanized 3/29/23 (renal failure)"
"330","WOL-1-MGE-S163",21422,0.9749,"DNA1-WOL-1-MGE","WOL-1-MGE","CM009",2,"S163","barcode02","27F","1492R","MIN_16_2024-7-19",1.84,2.2,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-20,"SA","2.22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",2023-03-10,"1",08:00:00,"Wolverine","SA",1,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","Wolverine_1","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"331","WOL-14-MGE-S107",7123,0.9597,"DNA1-WOL-14-MGE","WOL-14-MGE","CM006",15,"S107","barcode15","27F","1492R","MIN_16_2024-5-19",1.98,2,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-07,"SA","40","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-03-23,"14",07:30:00,"Wolverine","SA/GR",2,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","Wolverine_14","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"332","WOL-17-MGE-S193",7983,0.9683,"DNA1-WOL-17-MGE","WOL-17-MGE","CM010",9,"S193","barcode09","27F","1492R","MIN_16_2024-7-21",5.5,0.7,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-05-07,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-26,"17",07:30:00,"Wolverine","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Wolverine_17","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"333","WOL-18-MGE-S158",6771,0.9729,"DNA1-WOL-18-MGE","WOL-18-MGE","CM008",20,"S158","barcode20","27F","1492R","MIN_16_2024-6-11",1.71,2.3,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-04-23,"SA","7.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-27,"18",08:00:00,"Wolverine","SA/GR",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Wolverine_18","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"334","WOL-19-MGE-S251",8553,0.9725,"DNA1-WOL-19-MGE","WOL-19-MGE","CM012",21,"S251","barcode21","27F","1492R","MIN_16_2025-2-21",4.14,1,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-08-07,"SA","4.31","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-28,"19",08:00:00,"Wolverine","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","Wolverine_19","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"335","WOL-24-MGE-S239",7204,0.9711,"DNA1-WOL-24-MGE","WOL-24-MGE","CM012",9,"S239","barcode09","27F","1492R","MIN_16_2025-2-21",7.3,0.6,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","4.02","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-02,"24",08:00:00,"Wolverine","SA",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","Wolverine_24","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"336","WOL-37-MGE-S169",19965,0.9738,"DNA1-WOL-37-MGE","WOL-37-MGE","CM009",8,"S169","barcode08","27F","1492R","MIN_16_2024-7-19",3.43,1.2,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-22,"SA","0.86","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",2023-04-15,"37",07:30:00,"Wolverine","SA",1,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","Wolverine_37","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"337","WOL-44-DRS-L177",3,0.9132,"DNA1-WOL-44-DRS","WOL-44-DRS","CM001",24,"L177","barcode24","27F","1391R","MIN_16_2023-12-21",11,1.8,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-18,"SA","106","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-04-22,"44",07:30:00,"Wolverine","SA",2,"DNA/RNA Shield",14,"","intervention_2","control","Wolverine_44","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"338","WOL-44-MGE-L178",3,0.9085,"DNA1-WOL-44-MGE","WOL-44-MGE","CM001",25,"L178","barcode25","27F","1391R","MIN_16_2023-12-21",12,1.6,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-18,"SA","7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-04-22,"44",07:30:00,"Wolverine","SA",2,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","Wolverine_44","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"339","WOL-48-MGE-S244",7388,0.9734,"DNA1-WOL-48-MGE","WOL-48-MGE","CM012",14,"S244","barcode14","27F","1492R","MIN_16_2025-2-21",4.52,0.9,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-06-17,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-26,"48",07:30:00,"Wolverine","SA/GR",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","Wolverine_48","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"340","WOL-49-MGE-S115",8951,0.9594,"DNA1-WOL-49-MGE","WOL-49-MGE","CM006",23,"S115","barcode23","27F","1492R","MIN_16_2024-5-19",2.75,1.5,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-16,"SA","14","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-27,"49",07:30:00,"Wolverine","SA",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Wolverine_49","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"341","WOL-50-MGE-S271",10517,0.9616,"DNA1-WOL-50-MGE","WOL-50-MGE","CM013",18,"S271","barcode18","27F","1492R","MIN_16_2025-4-1",6.8,0.6,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-09-09,"SA","1.36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-28,"50",07:30:00,"Wolverine","SA/GR",2,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","Wolverine_50","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"342","WOL-57-MGE-S179",7900,0.966,"DNA1-WOL-57-MGE","WOL-57-MGE","CM009",18,"S179","barcode18","27F","1492R","MIN_16_2024-7-19",7.4,0.5,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-07-18,"SA","1.04","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","",2023-05-05,"57",07:30:00,"Wolverine","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","Wolverine_57","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"343","WOL-58-MGE-S153",8061,0.9744,"DNA1-WOL-58-MGE","WOL-58-MGE","CM008",15,"S153","barcode15","27F","1492R","MIN_16_2024-6-11",4.6,0.9,"16S_UNO-CM-008","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AUD426",2024-06-11,"SA","16S_RAP","DNA",2024-03-25,"SA","1.32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-05-06,"58",07:30:00,"Wolverine","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","Wolverine_58","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
"344","WOL-60-MGE-S136",12613,0.9595,"DNA1-WOL-60-MGE","WOL-60-MGE","CM007",21,"S136","barcode21","27F","1492R","MIN_16_2024-5-21",3.18,1.3,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2023-10-25,"SA/SK","2.33","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-05-08,"60",07:30:00,"Wolverine","SA/GR",2,"Molecular Grade (96%) Ethanol",22,"","washout_2","control-washout","Wolverine_60","Group1","RoomB","B4","WOL","Male","Pair","Nebraska",2014-09-28,8.452054795,"","ABX-CTRL",""
